Sequence  | Length  | Host                          | OpId                                                        | Address         | OpName        | OpSig                                                                           | Data| Operation
0         | 67      | intrinsics/dinx               | vbitblend_(v128x8u,v128x8u,v128x8u)                         | 7ff7c83d74a0h   | vbitblend     | Vector128<byte> vbitblend(Vector128<byte> x, Vector128<byte> y, Vector128<byte> mask)| c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f1 ef ca c4 c1 79 10 11 c5 f1 db ca c5 f9 ef c1 c5 f9 11 01 48 8b c1 c3 cc cc cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
916       | 435     | intrinsics/dinx               | vlo_(v256x8i)                                               | 7ff7c83e9410h   | vlo           | Vector128<sbyte> vlo(Vector256<sbyte> src)                                      | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 08 5d 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 60 5d 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 b8 5d 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 10 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 68 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 c0 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 18 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
917       | 387     | intrinsics/dinx               | vlo_(v256x8u)                                               | 7ff7c83e9440h   | vlo           | Vector128<byte> vlo(Vector256<byte> src)                                        | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 60 5d 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 b8 5d 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 10 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 68 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 c0 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 18 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
918       | 339     | intrinsics/dinx               | vlo_(v256x16i)                                              | 7ff7c83e9470h   | vlo           | Vector128<short> vlo(Vector256<short> src)                                      | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 b8 5d 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 10 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 68 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 c0 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 18 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
919       | 291     | intrinsics/dinx               | vlo_(v256x16u)                                              | 7ff7c83e94a0h   | vlo           | Vector128<ushort> vlo(Vector256<ushort> src)                                    | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 10 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 68 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 c0 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 18 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
920       | 243     | intrinsics/dinx               | vlo_(v256x32i)                                              | 7ff7c83e94d0h   | vlo           | Vector128<int> vlo(Vector256<int> src)                                          | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 68 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 c0 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 18 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
921       | 195     | intrinsics/dinx               | vlo_(v256x32u)                                              | 7ff7c83e9500h   | vlo           | Vector128<uint> vlo(Vector256<uint> src)                                        | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 c0 5e 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 18 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
922       | 147     | intrinsics/dinx               | vlo_(v256x64i)                                              | 7ff7c83e9530h   | vlo           | Vector128<long> vlo(Vector256<long> src)                                        | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 18 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
923       | 99      | intrinsics/dinx               | vlo_(v256x64u)                                              | 7ff7c83e9560h   | vlo           | Vector128<ulong> vlo(Vector256<ulong> src)                                      | c5 f8 77 66 90 c5 fd 10 02 c4 e3 7d 19 c0 00 c5 f9 11 01 48 8b c1 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 70 5f 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
924       | 51      | intrinsics/dinx               | vlo_(v256x64u,64u~out,64u~out)                              | 7ff7c83e9590h   | vlo           | void vlo(Vector256<ulong> src, out ulong x0, out ulong x1)                      | c5 f8 77 66 90 c5 fe 6f 01 c4 e1 f9 7e c0 48 89 02 c5 fe 6f 01 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
925       | 51      | intrinsics/dinx               | vlo_(v256x8u,64u~out,64u~out)                               | 7ff7c83e95d0h   | vlo           | void vlo(Vector256<byte> src, out ulong x0, out ulong x1)                       | c5 f8 77 66 90 c5 fd 10 01 c5 fc 28 c8 c4 e1 f9 7e c8 48 89 02 c4 e3 f9 16 c0 01 49 89 00 c5 f8 77 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
926       | 759     | intrinsics/dinx               | vlo_(v128x64u)                                              | 7ff7c83e9610h   | vlo           | Vector128<ulong> vlo(Vector128<ulong> src)                                      | c5 f8 77 66 90 c5 f9 10 02 c4 e1 f9 7e c0 c4 e1 f9 6e c0 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 b0 60 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 60 cb c5 f9 68 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 38 61 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 60 cb c5 f9 68 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 c0 61 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 48 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 d0 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 58 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 e0 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 68 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 f0 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 60 00 c5 fd 10 0a c4 c1 75 68 08 c4 e3 7d 46 d1 20 c4 e3 7d 46 c1 31 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
927       | 711     | intrinsics/dinx               | vmerge_(v128x8i,v128x8i)                                    | 7ff7c83e9640h   | vmerge        | Vector256<sbyte> vmerge(Vector128<sbyte> x, Vector128<sbyte> y)                 | c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 60 cb c5 f9 68 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 38 61 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 60 cb c5 f9 68 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 c0 61 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 48 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 d0 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 58 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 e0 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 68 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 f0 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 60 00 c5 fd 10 0a c4 c1 75 68 08 c4 e3 7d 46 d1 20 c4 e3 7d 46 c1 31 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
928       | 631     | intrinsics/dinx               | vmerge_(v128x8u,v128x8u)                                    | 7ff7c83e9690h   | vmerge        | Vector256<byte> vmerge(Vector128<byte> x, Vector128<byte> y)                    | c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 60 cb c5 f9 68 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 c0 61 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 48 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 d0 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 58 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 e0 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 68 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 f0 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 60 00 c5 fd 10 0a c4 c1 75 68 08 c4 e3 7d 46 d1 20 c4 e3 7d 46 c1 31 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
929       | 551     | intrinsics/dinx               | vmerge_(v128x16i,v128x16i)                                  | 7ff7c83e96e0h   | vmerge        | Vector256<short> vmerge(Vector128<short> x, Vector128<short> y)                 | c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 48 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 61 cb c5 f9 69 c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 d0 62 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 58 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 62 cb c5 f9 6a c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 e0 63 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 68 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f8 28 c8 c4 c1 79 10 10 c5 f8 28 da c5 f1 6c cb c5 f9 6d c2 c5 ec 57 d2 c4 e3 6d 38 c9 00 c4 e3 75 38 c0 01 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc cc cc 19 00 00 00 40 00 00 00 f0 64 48 c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 60 00 c5 fd 10 0a c4 c1 75 68 08 c4 e3 7d 46 d1 20 c4 e3 7d 46 c1 31 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
